,OSA,Healthy
Chest-C3d,-0.0003085720044009598,-0.000352128582317412
Chest-C3t,-0.0007145717787430501,-0.0010618573235477741
Chest-C3a,0.0018145762392568986,0.000751125222058203
Chest-C3s,-0.0006985101082107148,-0.0004978921838017617
Chest-C3b,0.003586072879120502,0.0009066947402621616
Chest-O1d,0.0020891375295956343,0.000892112555272284
Chest-O1t,-0.0002271471132750133,-0.00042883028683056104
Chest-O1a,-0.0009096157563252844,-0.0004100036964960785
Chest-O1s,-0.00021743065915159898,-0.00020210855687867942
Chest-O1b,-0.00030714525056695297,-0.0003646638662280067
Chest-FRd,0.0002702312334532326,9.227191232643979e-05
Chest-FRt,0.0018943593485683634,0.000696392918533701
Chest-FRa,0.0031191071311176695,0.001187659560874875
Chest-FRs,0.0009960078625754602,0.0006376019062475635
Chest-FRb,0.0004448761844356692,0.0003120499795063998
Chest-C4d,0.000771434074367558,0.0003476938901493023
Chest-C4t,0.0005336034754835755,0.00048344252197993415
Chest-C4a,0.000975776279371621,0.0005602830580301713
Chest-C4s,0.0007976825146336584,0.00041617425291316345
Chest-C4b,0.0009534723269306051,0.0005320780090764735
Chest-O2d,-0.0004225340711855975,-0.000361708127504357
Chest-O2t,0.0007999118341479825,0.0005151276093612771
Chest-O2a,0.0013438095231559672,0.0007144280668442991
Chest-O2s,-0.0006052306613056754,-0.0002567448645736059
Chest-O2b,0.0012791732211287223,0.0006730872922239342
Abd-Chin,0.010867094200868094,0.002337999080542205
Abd-Leg,0.0018630054783129305,0.0007383320856555822
Abd-Eye1,0.003967143466700303,0.0013196811188924242
Abd-Eye2,0.003893707166616048,0.0014065345676097345
Abd-FLd,0.002379899135769396,0.001211105118918012
Abd-FLt,0.0010602553366767541,0.0005998032236647471
Abd-FLa,0.002274075992428953,0.0009541832279253211
Abd-FLs,0.0014345838290332619,0.0008431285251230018
Abd-FLb,0.001021653789094515,0.00042553239877715193
Abd-C3d,0.0025963363109721906,0.0009419775254659628
Abd-C3t,0.0004398180042920354,0.00023857738196100185
Abd-C3a,-0.00019397237327962747,-0.00020896885314910813
Abd-C3s,0.002224779337332923,0.0012298076282132916
Abd-C3b,0.0025121519783141,0.0011703020829379473
Abd-O1d,0.002408008991491834,0.0012130322681457577
Abd-O1t,0.00023969025042732631,0.00020464443621554413
Abd-O1a,0.0003093797315239876,0.00018345376558099327
Abd-O1s,0.0033331046828485936,0.0011603361507446547
Abd-O1b,-0.0002054023800681517,-0.0003589307349124534
Abd-FRd,0.0030399520369073173,0.0012729495060510576
Abd-FRt,0.0017506623746109708,0.0006340049498448278
Abd-FRa,2.4869347843037077e-05,-7.794063480422523e-05
Abd-FRs,0.002638817748037127,0.0009507926213936956
Abd-FRb,0.0020049502598955297,0.0006538949737086375
Abd-C4d,0.005546939402917417,0.001386749074661019
Abd-C4t,0.0020279460609644207,0.000842319594699536
Abd-C4a,0.0004815733704955232,0.0002765690838671369
Abd-C4s,0.0005519582146019976,0.00022975602212388875
Abd-C4b,0.0031331004866506085,0.0011324854597015111
Abd-O2d,0.0030481617833552233,0.0007325852675131595
Abd-O2t,0.001736617818621246,0.000866939444198147
Abd-O2a,0.00018173163052201174,0.00010136440926349812
Abd-O2s,6.226917105706915e-05,1.0213525585307391e-06
Abd-O2b,0.0009562801656432691,0.0004380224402256242
Chin-Leg,-0.001745600934390048,-0.0030197526251619783
Chin-Eye1,-0.00043162396819881096,-0.0006388154434578854
Chin-Eye2,-0.0005015018471261654,-0.0009710259452741579
Chin-FLd,0.002238665506795999,0.0007677825705792415
Chin-FLt,0.00601203276272857,0.002370698929886971
Chin-FLa,0.0022361594747833213,0.000991746473194844
Chin-FLs,0.00082575371902847,0.0002123569795511987
