,OSA,Healthy
C3b-O2s,0.001184443446540298,0.0005693943107701824
C3b-O2b,0.0005098062575595734,-0.0014298083359702406
O1d-O1t,-0.0019317577037508936,-0.002274831968281965
O1d-O1a,0.006716283194371829,0.0020395304138297156
O1d-O1s,0.004341058519588864,0.0009350265082467063
O1d-O1b,0.008505951287722049,0.002596482454124832
O1d-FRd,-0.005396644016171895,-0.006708995641897489
O1d-FRt,-0.005216985710744229,-0.007327483697097128
O1d-FRa,-0.0038354021378731997,-0.004000577635635251
O1d-FRs,-0.006224268930226761,-0.006555906789640777
O1d-FRb,0.0007987989804881886,-6.118132638273615e-05
O1d-C4d,-0.0023009272589056733,-0.002158332543786004
O1d-C4t,-0.0019042078065999242,-0.002015869340965969
O1d-C4a,0.0038404010935340974,0.0019319725212713183
O1d-C4s,0.003260007624763743,0.0013231969712568104
O1d-C4b,0.007300466458834601,0.002184959903458166
O1d-O2d,-0.0051540816838770345,-0.006479854507991578
O1d-O2t,0.0020237338446860965,0.0015416911368221025
O1d-O2a,0.004158581440546854,0.0017660098358240855
O1d-O2s,0.005455011197160955,0.001879949146364003
O1d-O2b,0.005256700602628399,0.0017977152659192576
O1t-O1a,0.005536697500419722,0.0026953167357000513
O1t-O1s,0.006550857392017303,0.0024730258360134037
O1t-O1b,0.001737362542101591,-0.0003476205795442163
O1t-FRd,-0.0027057777580721245,-0.0025988440703046296
O1t-FRt,0.004052061287705896,0.0032811948561595515
O1t-FRa,-0.0018238558432569299,-0.002777850722931934
O1t-FRs,-0.004601148356722155,-0.0051751138203586285
O1t-FRb,-0.0009729217740329689,-0.0006705945595862565
O1t-C4d,0.0009633505950510692,0.0003383707907168546
O1t-C4t,0.0004174526852539852,-0.00015058880151238847
O1t-C4a,0.000582515290317796,-5.562832267795026e-05
O1t-C4s,0.0016418634900754931,0.00107674136548401
O1t-C4b,0.0022461832607632492,0.0007117033990708736
O1t-O2d,0.003028450950051721,0.0017883189616681044
O1t-O2t,-0.0037269661994010295,-0.0074589006716093646
O1t-O2a,-0.0008611507618530943,-0.0020337195810771987
O1t-O2s,0.006173984205862347,0.0023937581052571044
O1t-O2b,-0.0007162688897095401,-0.0013854908787083106
O1a-O1s,-0.0028020398199089546,-0.002936178155499927
O1a-O1b,-0.002248409760579231,-0.0036240514438217186
O1a-FRd,-0.0004164291456535892,-0.0006331443146217311
O1a-FRt,0.0010464741597389048,0.0008838948197071034
O1a-FRa,-0.0007407491350400896,-0.0014376870574008681
O1a-FRs,0.0005316044342275617,-0.00042026577391018877
O1a-FRb,-0.0012046438858403321,-0.002045945660913644
O1a-C4d,0.005159023316151576,0.0019308841199311428
O1a-C4t,0.005133164008790727,0.002719736406767105
O1a-C4a,0.00031073604570848993,-0.0015679649957204527
O1a-C4s,-0.001110334490536667,-0.0024601419702284673
O1a-C4b,0.0001820703219942987,-0.0009827900762337948
O1a-O2d,0.004789850199233242,0.0019053163599015428
O1a-O2t,0.0022383676378758864,-0.0003952453036604223
O1a-O2a,-0.003666011003725559,-0.009308663659403148
O1a-O2s,0.0025183778668702653,0.0013171239411780143
O1a-O2b,-0.0009876308364393275,-0.0015450254377210363
O1s-O1b,0.00021225637831269136,-0.0010763476865572087
O1s-FRd,1.0644542504029522e-06,-0.00035278891850142166
O1s-FRt,0.001998863206632935,0.0010865906294420902
O1s-FRa,-0.002219461712628232,-0.0031540982864809337
O1s-FRs,0.004418876690463857,0.0033994749542118736
O1s-FRb,0.002587228494628465,0.00031844861669649214
O1s-C4d,0.004100732596584248,0.0016110970697366567
O1s-C4t,0.00645725073938973,0.002408373944645936
O1s-C4a,0.0033015152649958405,0.0020374709285331427
O1s-C4s,0.0024381642841173508,7.22737889667172e-05
O1s-C4b,-0.0004943219617183736,-0.0009678277471165088
O1s-O2d,0.006016189239070199,0.002002331484380949
O1s-O2t,0.007359102306711702,0.0027493304706277455
O1s-O2a,0.0005100008769243289,-0.0007638521953480112
O1s-O2s,-0.0029359289568460355,-0.006818926898105529
O1s-O2b,0.004031260031787016,0.002667210307574229
O1b-FRd,0.0018579517999387468,0.0005105591045761651
O1b-FRt,0.0009593495134373207,0.0004511337574693589
O1b-FRa,0.0014648086052973183,0.00020610704055041025
O1b-FRs,0.0018029561238551532,0.00017635847304839586
O1b-FRb,0.006455957334893671,0.0041005021160110625
O1b-C4d,0.008339931546532592,0.0023666129207171767
O1b-C4t,0.00274060702085898,0.0009306279833523792
O1b-C4a,-0.0006175693928431398,-0.0013774808140352062
O1b-C4s,0.0001750070579781947,-0.0014604848672978795
O1b-C4b,0.0008414448826891813,-0.000887113583140226
O1b-O2d,0.007120965750169542,0.0017146824950621878
O1b-O2t,0.0038873841489984614,0.0014474703545101326
O1b-O2a,-0.0024781146956931828,-0.003028040791929201
O1b-O2s,0.0024916325884484338,0.0009251572622250908
O1b-O2b,-0.003358637953854795,-0.0061338051358120925
FRd-FRt,-0.0003200806707002536,-0.004531958251306277
FRd-FRa,0.0008255174336077862,0.0004693478319161782
FRd-FRs,-0.001481732706553608,-0.0030481932918694195
FRd-FRb,0.0047008788012048875,0.0019309569075104567
FRd-C4d,-0.002988631506845924,-0.007101675062381368
FRd-C4t,-0.0024327504910119802,-0.0025118983041845376
FRd-C4a,0.00045829041775252266,0.00031741106688142485
FRd-C4s,-0.00047486139658772607,-0.0003932562117832703
FRd-C4b,0.006578018957461669,0.0028065034354003565
FRd-O2d,-0.007756492860083693,-0.011288095406793139
FRd-O2t,-0.004061249334859617,-0.0039036692801424112
FRd-O2a,0.00019635099860803234,9.757692931506944e-05
FRd-O2s,-0.003122463782274658,-0.002766901021717283
FRd-O2b,0.0012534182243175223,0.0004679849780604902
FRt-FRa,-0.0019968022438561143,-0.004169629731601116
FRt-FRs,-0.0030871299882912926,-0.007083547448645753
FRt-FRb,-0.0031811246718017007,-0.004646000402114997
FRt-C4d,-0.0026011234627002903,-0.004716041719426998
FRt-C4t,-0.0004129337276419417,-0.003489584501106779
FRt-C4a,-0.0011929612052855565,-0.0024552762591314773
FRt-C4s,-0.0005167211161913599,-0.0016303412139333066
FRt-C4b,0.00043604632969734944,-3.519384558984186e-05
FRt-O2d,-0.007756022375270717,-0.012970145972353537
FRt-O2t,-0.0005745827140500858,-0.0014173683767414378
FRt-O2a,-0.0011742391696492175,-0.0016018342685775997
FRt-O2s,-0.0029361193325352,-0.003188496934512325
FRt-O2b,-0.001164299579675141,-0.0012020311547425206
FRa-FRs,-0.0037306334953553905,-0.0063320600647595645
FRa-FRb,-0.0018545753648769967,-0.002867416731261275
FRa-C4d,-0.0015845905867705363,-0.002079344230133065
FRa-C4t,-0.003277245288748521,-0.004698988318496624
FRa-C4a,-0.0018533096616036068,-0.00431738096815207
FRa-C4s,-0.004009139094262722,-0.005880684311677602
FRa-C4b,-0.0029477397418019116,-0.0057503646545039215
FRa-O2d,-0.004721210334746,-0.00644580771430499
FRa-O2t,-0.002897922971849883,-0.003431411114868188
FRa-O2a,4.434680126123623e-05,-0.0009184593457947105
FRa-O2s,-0.0015839557141146606,-0.003407582451175041
FRa-O2b,-0.002092540895801309,-0.0042072730877357615
FRs-FRb,0.0019179178804792862,-0.0031520296348931756
FRs-C4d,-0.0037157717208123934,-0.0042834586024542475
FRs-C4t,-0.003865314026006511,-0.004029779348583694
FRs-C4a,-0.003498744134044228,-0.005084194323702989
FRs-C4s,0.002443635488973284,0.001163299426366074
FRs-C4b,-0.0009959365076332946,-0.004515794393162413
FRs-O2d,-0.004226736140955459,-0.006007871741268601
FRs-O2t,-0.0019965124664138474,-0.0028487260693642277
FRs-O2a,-0.001256226486995024,-0.002481923947660403
FRs-O2s,0.0031374597553864006,0.0008302171975619053
FRs-O2b,0.003630974298485242,0.0014838105746623259
FRb-C4d,0.0016340368095422795,0.001016909702408086
FRb-C4t,-0.0005957134960128589,-0.0007209765748286513
FRb-C4a,-0.0009265856853910157,-0.002001722300966066
FRb-C4s,-0.0024130875451956915,-0.006889459215258175
FRb-C4b,0.0026946721896443024,-0.0016111352673691016
