,OSA,Healthy
Eye2-O2a,0.002081945147278999,0.002252246488015361
Eye2-O2s,-0.0029531429468626627,-0.0030798116936431173
Eye2-O2b,-0.001491610392888597,-0.0010094201440047706
FLd-FLt,-0.00020357102585203202,0.002904284144197587
FLd-FLa,0.0011848660718567956,0.002934085827619447
FLd-FLs,0.004551999362601295,0.008561069652256207
FLd-FLb,0.0034953393584332415,0.005862016732063613
FLd-C3d,-0.009017094827055943,-0.005935415776732798
FLd-C3t,-0.004763378723362877,-0.004583516308411549
FLd-C3a,-0.003352769369660079,-0.0032008144753561613
FLd-C3s,-0.0012962041087722853,-0.0012130416669202657
FLd-C3b,-0.003360008019138333,-0.002792357791843904
FLd-O1d,-0.0017869956026285224,-0.0018004046274710333
FLd-O1t,-0.001282886787023312,-0.00153991838300007
FLd-O1a,-0.00044722785617480436,-0.0005166544210710331
FLd-O1s,-2.0478199609793222e-05,5.917620969498535e-05
FLd-O1b,-0.000633533888332272,-0.0005352372158783053
FLd-FRd,0.00628943071440779,0.008951899215314234
FLd-FRt,0.00016062802673365737,0.0029701234279379406
FLd-FRa,0.002702582696366176,0.005569698687703504
FLd-FRs,0.003239077795483939,0.005636434303738859
FLd-FRb,0.002924079520140217,0.00538017128452274
FLd-C4d,-0.0007348408771781695,-0.00022823628294866308
FLd-C4t,-0.003116194780421063,-0.0027633517786045166
FLd-C4a,-0.002307858454739134,-0.0020775857365119173
FLd-C4s,3.6826483670907365e-05,-0.00017180051839787882
FLd-C4b,-0.00012548360550043076,0.0004338232071337567
FLd-O2d,-0.0016437413946161221,-0.0020176444361510787
FLd-O2t,-0.0002784514437047797,-0.00011502763838049184
FLd-O2a,0.001415772418560824,0.001957125101337168
FLd-O2s,-0.0010681654147836517,-0.0012396594476813305
FLd-O2b,0.0013661295114541147,0.0024251024772302763
FLt-FLa,0.00599455220113585,0.007792534976979501
FLt-FLs,0.0006768899133899264,0.0003559806978326202
FLt-FLb,0.00392299084909851,0.007326820715490384
FLt-C3d,-0.003326005774191965,-0.002424519371270828
FLt-C3t,-0.003680174419788392,-0.0021444189764560405
FLt-C3a,0.0005156440761767359,0.0002875259777482816
FLt-C3s,-0.0032173856900098038,-0.002668898999184261
FLt-C3b,-0.004263669540549015,-0.004140295211110347
FLt-O1d,-0.001108574086716059,-0.0011192204932645136
FLt-O1t,0.0010345922771853565,0.0008726835066082357
FLt-O1a,0.00027035516809057765,0.00020745422332508852
FLt-O1s,-0.0007538610915635547,-0.0009152168022645527
FLt-O1b,-0.0007079709780237562,-0.0007458764253293066
FLt-FRd,0.003742148339936782,0.00766062178889599
FLt-FRt,-0.0008214717672576138,0.0022588774114306156
FLt-FRa,0.00407086720152215,0.007220372617060648
FLt-FRs,-0.0024945856288540085,-0.00011002743164386218
FLt-FRb,0.001644624887787742,0.003992455131269196
FLt-C4d,0.001297205628052703,0.001899429434833148
FLt-C4t,0.0013100747228797856,0.0016244957484734407
FLt-C4a,0.002031092229183785,0.0023431373810668646
FLt-C4s,-0.00044082603398836124,-0.0005254592283154795
FLt-C4b,-0.0019047710073016595,-0.0020225096885877498
FLt-O2d,0.002543808909675796,0.0023759880277931813
FLt-O2t,-0.0013836736674004524,-0.00196409747423474
FLt-O2a,0.0007481964109249173,0.0008772965558611996
FLt-O2s,-0.003015937512158658,-0.002778409507994896
FLt-O2b,-0.0018312227013190126,-0.0019033746062466095
FLa-FLs,0.002088722729595964,0.0033578258907611277
FLa-FLb,0.0016977907127624374,0.005575251210764903
FLa-C3d,0.0012809874297385387,0.001893119099083073
FLa-C3t,0.0018643935340631659,0.0026578781798124356
FLa-C3a,0.0027529237789673906,0.005927069630030962
FLa-C3s,0.0005918951973957129,0.001714518200514196
FLa-C3b,-0.0002676272652072464,0.0005865082253339769
FLa-O1d,0.0003056152281986547,0.0005214553966216794
FLa-O1t,0.00042657292289448155,0.000517728317551983
FLa-O1a,-0.0040489537509444,-0.00234927372832975
FLa-O1s,-0.0013212909435609873,-0.0015066247667802942
FLa-O1b,0.0011170098236668597,0.0006957035021422524
FLa-FRd,0.002892283835095009,0.005431691571451981
FLa-FRt,0.0021335301301265847,0.004628033753519179
FLa-FRa,0.001572314507948682,0.004678009431595355
FLa-FRs,0.00014636869011826868,0.0025640880071922845
FLa-FRb,-0.0016532276598399565,0.00022515522718810329
FLa-C4d,0.0008716549375783363,0.0011841283002991258
FLa-C4t,0.0025569814404054403,0.0025810943900834277
FLa-C4a,0.0010079651264551215,0.002471873377327132
FLa-C4s,0.001425104100745837,0.002350808165379429
FLa-C4b,-0.0014164065935405989,0.00034394293661229696
FLa-O2d,0.0022819559669241124,0.0026967702454940372
FLa-O2t,0.00474040725070191,0.004583471343232945
FLa-O2a,0.0012216167517422598,0.0035779004660762793
FLa-O2s,0.0038433853229567017,0.004546663698376853
FLa-O2b,0.001867487158413956,0.00224840852006669
FLs-FLb,-0.0006306310051382622,0.0020732348318548595
FLs-C3d,0.002176659047157619,0.004046921665363299
FLs-C3t,-0.004395611325576978,-0.0046486388042142075
FLs-C3a,-0.003205745977292022,-0.00372976628735639
FLs-C3s,0.0010047668510554833,0.002467457978210822
FLs-C3b,-0.0029940568540410143,-0.0017192165655102495
FLs-O1d,0.00040542261518757385,0.0009358165721082276
FLs-O1t,-0.0036154023980816117,-0.003693716237115104
FLs-O1a,-0.0018150720119038412,-0.0016465322987872296
FLs-O1s,0.001645182878027312,0.00235490162105429
FLs-O1b,8.42680035119621e-05,0.00024435523513228476
FLs-FRd,0.003152033547871707,0.005911456049637877
FLs-FRt,0.000691803896654568,0.0009484324283930352
FLs-FRa,0.0016243344413716838,0.0019648463545498336
FLs-FRs,-0.005126765487646202,-0.0015724297377987771
FLs-FRb,0.000357453565464575,0.004601425376637776
FLs-C4d,0.0004251009459741542,0.0012757181392975118
FLs-C4t,-0.0025311747109562333,-0.001962637993236929
FLs-C4a,0.0005391647597682888,0.0004757852971993097
FLs-C4s,0.002719248569803472,0.002810590617093641
FLs-C4b,-0.0027863815590657886,-0.0019115373687260376
FLs-O2d,9.956458632402374e-05,0.0011615788556037245
FLs-O2t,0.0005914707936688739,0.0008332562600202626
FLs-O2a,0.0022445059977464366,0.0035155687157870674
FLs-O2s,0.001996021832615984,0.0013686802631605272
FLs-O2b,0.0015690213435112538,0.0029583904031890034
FLb-C3d,-0.00017379927044726553,-0.00021607982853402274
FLb-C3t,-0.0033342215490445018,-0.0037855456450660305
FLb-C3a,-0.005159892081597873,-0.0044751081359881515
FLb-C3s,0.001358888504837976,0.0030212347066301644
FLb-C3b,-0.0004299804781197073,0.0022086447653143918
FLb-O1d,-0.0024446161366028256,-0.00264634744640929
FLb-O1t,-0.0009102051248912394,-0.0010643531250048455
FLb-O1a,5.0379059755695794e-05,0.0003325945005187498
FLb-O1s,1.36733898987983e-05,0.00138521144881423
FLb-O1b,0.0017455879147727771,0.0030265559027511223
FLb-FRd,0.004094781485959849,0.007158334240106969
FLb-FRt,-2.952147452270548e-05,0.0016810021133713729
FLb-FRa,-0.0014621320289134251,0.00035598972320168785
FLb-FRs,0.003663100866712128,0.006662120316092641
FLb-FRb,0.0015965320109130004,0.004021531156472505
FLb-C4d,0.001061326240459613,0.002362240698691029
FLb-C4t,-0.00140877231969363,-0.0015248338479384523
FLb-C4a,-0.0011310420230064614,-0.0006360840738595054
FLb-C4s,0.0005843981264878335,0.00067142125176755
FLb-C4b,-0.0018457406422853217,-0.0002741703065238548
FLb-O2d,0.00378872186497895,0.005834934000757386
FLb-O2t,-0.00014675277295471482,0.00015835401300577916
FLb-O2a,0.0016150050863246088,0.0014492716343889073
FLb-O2s,0.002503287372305884,0.004448484574303387
FLb-O2b,0.0007832065306353858,0.001294356364274211
C3d-C3t,0.001117935528533193,0.00108629996759823
C3d-C3a,0.00032152981072881853,-0.0003630323406200657
C3d-C3s,0.000271736747402296,0.002772895036780837
C3d-C3b,0.0026613655995509846,0.004396633835731734
C3d-O1d,-0.003720766720486568,0.00044912452582870997
C3d-O1t,-0.000503044377510227,0.00043634986763038805
C3d-O1a,0.0031210234973792403,0.0055004110734099675
C3d-O1s,0.0036181288502519803,0.0062236938841192125
C3d-O1b,0.0010127818135813066,0.0028253788946111602
C3d-FRd,0.001431164985264094,0.002764612695364249
C3d-FRt,-0.003595598972031633,-0.0017782789469063854
C3d-FRa,-0.0002905299656575249,-0.0007367960012843958
C3d-FRs,-0.0013269404230958186,-0.0007984045379920153
C3d-FRb,0.001345697063243252,0.0031427339059420557
C3d-C4d,0.0047053472754928025,0.006122925337998837
C3d-C4t,0.002847324175336092,0.003410149021638131
C3d-C4a,0.0021621297768268945,0.0033281771456809828
C3d-C4s,0.0024525249467423475,0.004428336639478441
C3d-C4b,0.0022693275158475975,0.003972040953775091
C3d-O2d,0.0032986847249516344,0.004819790197745997
C3d-O2t,0.0014697374589061705,0.0025895634688605793
C3d-O2a,0.0031578832553850232,0.005537695738263291
C3d-O2s,0.0034006444338148243,0.005925447123108435
C3d-O2b,0.0033164609710973625,0.006091273750699721
C3t-C3a,0.0040942598245314755,0.006035859771855609
C3t-C3s,-0.00038139561318620307,-0.0005434906022192436
C3t-C3b,-0.005109455960051516,-0.004662538541339652
C3t-O1d,-5.146325469891633e-06,-4.288492442198781e-05
C3t-O1t,-0.0017692756813053614,-0.0009948458884134087
C3t-O1a,0.002181121400447616,0.0034858883117530612
C3t-O1s,0.0022197539991083053,0.001564807912592264
C3t-O1b,0.00027780215727274806,0.0006842269411237317
C3t-FRd,-0.002407559779558364,-0.002650971015489838
C3t-FRt,-0.004530731035428365,-0.0018659856498943472
C3t-FRa,0.0017843122663901752,0.0019244543233947684
C3t-FRs,-0.002227358625020126,-0.002814591525577661
C3t-FRb,-0.0017489915221238848,-0.0011992662274319561
C3t-C4d,6.293947468557892e-05,0.0010970930114936497
C3t-C4t,-0.0018079488334712067,0.0010887609929994887
C3t-C4a,0.002051714077827765,0.002874716680107503
C3t-C4s,-0.0018013973619844994,-0.002514203574379656
C3t-C4b,-0.0012726441045851568,-0.0008305673533362445
C3t-O2d,0.0030101281404370283,0.0033163093284791175
C3t-O2t,0.004360760142447506,0.005422356640963097
C3t-O2a,0.004150700389130119,0.0057112476229526895
C3t-O2s,0.0024442462326522323,0.002223885395266101
C3t-O2b,0.0031566491561222146,0.003681275346917428
C3a-C3s,0.0002630296929737565,0.0008050551726077717
C3a-C3b,-0.00481478395904605,-0.0031157106456407304
C3a-O1d,0.00150290934264521,0.0015391088980039034
C3a-O1t,0.00015923472984533896,4.346598053185905e-05
C3a-O1a,-0.0026315235663673716,-0.0015938593843338286
C3a-O1s,0.0031043213067727367,0.004200789985888312
C3a-O1b,0.0035006468736950764,0.0050162641033114925
C3a-FRd,-0.0005492393466501953,-0.0005013766578485562
C3a-FRt,-0.00017320608962846217,-0.00047608883562885935
C3a-FRa,-0.004355705219272067,-0.0029721613080214045
C3a-FRs,-0.0016105783742253407,-0.0011254463235306031
C3a-FRb,-0.0017922316554901097,-0.0016618739546653619
C3a-C4d,0.001120662271060498,0.001551589444680156
C3a-C4t,0.0008112489072247507,0.0004747581964692013
C3a-C4a,0.0014141556185532115,0.0031804078909092675
C3a-C4s,0.00043420096170986835,0.0008535648130675668
C3a-C4b,-0.0001250760920176657,0.0011458135484427208
C3a-O2d,0.001660580879040343,0.002643069569892254
C3a-O2t,0.002584119843602346,0.0031204745834361074
C3a-O2a,0.0011862586571723028,0.0036265531166445797
C3a-O2s,0.0026298683135177222,0.003587363974272928
C3a-O2b,0.0015310533575745024,0.0024748085216812314
C3s-C3b,-0.004562651064237183,-0.0032025126091922464
C3s-O1d,-0.00017615976811851983,0.0002613728239295609
C3s-O1t,-0.002628963703646499,-0.002261537982728333
C3s-O1a,-0.003782532148916117,-0.0032042178810201697
C3s-O1s,0.0027528688834622646,0.004102098447296669
C3s-O1b,-0.0011800605849131176,0.0007396322368227906
C3s-FRd,0.001200057506145525,0.0018724507665478277
C3s-FRt,-0.003110979096229125,-0.0020804802662172184
C3s-FRa,-0.0014369115145631,-0.00012198641130696338
C3s-FRs,-0.0017278174180531034,-0.0007913022072230814
C3s-FRb,-0.0015376918364244506,-0.0005915520905361238
C3s-C4d,0.0014674399408193925,0.0026022314302498197
C3s-C4t,-0.00016484275040992165,0.0006316581976185491
C3s-C4a,0.0006749062260188532,0.0008410137152150738
C3s-C4s,-0.0005895692774816003,0.0009899245735952827
C3s-C4b,0.0012826022902733228,0.0025958059867705217
C3s-O2d,0.0035144089347434087,0.004423813623433501
C3s-O2t,0.0005677401689243098,-0.00033384079366655193
C3s-O2a,0.00023019725512053046,0.001154813017586108
C3s-O2s,-0.0016614834414136873,-0.0015213623712702843
C3s-O2b,0.0018943716281790372,0.003771414902446943
C3b-O1d,-0.0007638166976063701,-0.0009724918080155886
C3b-O1t,-0.005912952326075892,-0.00471258810104282
C3b-O1a,-0.0006863911379356311,-0.0016908193361226567
C3b-O1s,-0.0009115297605856063,-0.00024674013719094763
C3b-O1b,6.373091304897119e-06,0.00016950667604712747
C3b-FRd,0.000522042808645357,0.0009260246813913183
C3b-FRt,-0.002281186314908357,-0.0018169001120686371
C3b-FRa,-0.00039874210914219235,-0.00019258981285487695
C3b-FRs,-0.004920752647325294,-0.0030998665605194062
C3b-FRb,-0.002709755426529492,0.00016860836581941114
C3b-C4d,0.0026876115711669656,0.004041902577678209
